"id","Protein.Name","Accession.Number","Molecular.Weight","Protein.Group.Score","Identified.Peptide.Count","Quantitative.Value","UniprotID","Gene_name","Description","Q11.1D","Q11.2D","Q11.3D","Q11.3D.R2","Q12.1D","Q12.2D","Q12.3D","Q12.3D.R2","Q13.1D","Q13.2D","Q13.3D","Q13.3D.R2","Q14.1D","Q14.2D","Q14.3D","Q15.1D","Q15.2D","Q15.3D","R71.1D","R71.2D","R71.3D","R72.1D","R72.2D","R72.3D","R73.1D","R73.2D","R73.3D","R74.1D","R74.2D","R74.3D","R75.1D","R75.2D","R75.3D","logFC_Fish.Oil.Diet_vs_Control.Diet","CI.L_Fish.Oil.Diet_vs_Control.Diet","CI.R_Fish.Oil.Diet_vs_Control.Diet","AveExpr_Fish.Oil.Diet_vs_Control.Diet","t_Fish.Oil.Diet_vs_Control.Diet","B_Fish.Oil.Diet_vs_Control.Diet","P.Value_Fish.Oil.Diet_vs_Control.Diet","adj.P.Val_Fish.Oil.Diet_vs_Control.Diet","sig.PVal_Fish.Oil.Diet_vs_Control.Diet","sig.FDR_Fish.Oil.Diet_vs_Control.Diet"
"1506","sp|P35278|RAB5C_MOUSE Ras-related protein Rab-5C OS=Mus musculus OX=10090 GN=Rab5c PE=1 SV=2","RAB5C_MOUSE","23 kDa",0.99896598,7,NA,"P35278","Rab5c","Ras-related protein Rab-5C",23.1200622048027,23.2481142070218,23.7683311830398,23.2994767325678,23.1866635242366,23.219792982405,22.5578454438551,22.9227226281663,22.9473330313568,22.8922518791426,22.3428753596851,22.702934368826,22.8448607704204,22.8697756933482,22.2949680893733,23.0347309902722,23.0623614685108,22.7335057343272,23.0466496628768,23.2376394735881,22.7823221758948,23.3207080162807,23.3042390291596,22.9899239711434,23.7181424649174,23.51564517545,23.2490652364162,23.5093900952352,23.5206052199725,23.2464592001924,23.3574766060312,23.1763091939896,23.0053969976274,0.318186707287367,0.0991764762869702,0.537196938287764,23.0917751154586,2.95668644916202,-3.5781699791482,0.00572947859387656,0.018752200607365,0,0
"1507","sp|Q9CZW5|TOM70_MOUSE Mitochondrial import receptor subunit TOM70 OS=Mus musculus OX=10090 GN=Tomm70 PE=1 SV=2","TOM70_MOUSE","68 kDa",0.99896117,9,NA,"Q9CZW5","Tomm70","Mitochondrial import receptor subunit TOM70",22.6576532004426,22.7695975891043,23.0099631846955,22.5944880299825,22.4125647657234,22.5845637725625,22.3867204878322,22.0820682812312,22.5714988555277,22.4888592893571,22.5794991286461,22.1202292470987,22.6300439499218,22.6694291011137,22.3101901851086,22.7861160655047,22.6725644658611,22.8392690758369,22.9216654859533,22.9478206956879,22.8706740974452,22.7208240677642,22.9148367229079,22.9184038542555,23.2397343052623,23.0362412816122,23.1090553902088,23.0500167902819,23.2965474197668,23.2940033787191,23.1315951515375,22.9203997706985,23.2593737752247,0.477339552735565,0.324477863760378,0.630201241710752,22.7817124503902,6.35500805455576,5.94348726977413,3.52216856505029e-07,4.56460410448222e-06,0,0
"1508","sp|Q9D1G3|HHATL_MOUSE Protein-cysteine N-palmitoyltransferase HHAT-like protein OS=Mus musculus OX=10090 GN=Hhatl PE=1 SV=2","HHATL_MOUSE","56 kDa",0.99896074,7,NA,"Q9D1G3","Hhatl","Protein-cysteine N-palmitoyltransferase HHAT-like protein",25.8489417825576,25.8936521509606,26.3577111888819,26.0005456674728,25.6477283156521,25.5234984492151,25.7147771844203,25.6612663763971,25.5079638191991,25.6362808724807,25.6037315608663,25.5556363349926,25.4008414249914,25.4006955357865,25.3818023261659,25.4075989939988,25.4903818830755,25.401664878301,25.873943678745,26.0539690625778,25.8951011182725,25.5444215036457,25.5081605585756,25.5379305243847,25.8238564314204,25.653607500451,25.6832412344889,25.8911445105603,25.9276214235548,25.8773432856132,25.8678387747469,25.7041750511482,25.6717061296944,0.132341900002221,-0.0257178229539346,0.290401622958376,25.695417561615,1.70397605011369,-6.12927181882066,0.0978578927422943,0.186672811897842,0,0
"1509","sp|P50518|VATE1_MOUSE V-type proton ATPase subunit E 1 OS=Mus musculus OX=10090 GN=Atp6v1e1 PE=1 SV=2","VATE1_MOUSE","26 kDa",0.99896064,4,NA,"P50518","Atp6v1e1","V-type proton ATPase subunit E 1",20.6433701718452,20.5350464066408,19.8031867288328,20.1441013817654,20.8733676120403,20.9130410496608,21.4321037107215,21.2192434269404,20.9056924176673,20.9167162577461,21.0951438066977,21.1550771114882,20.7173348500383,20.9774719795646,21.4137120554957,20.5589110123913,20.555537753962,20.9841522217512,20.9544457266503,20.947455140364,21.4227174792452,20.7966708084802,20.920973743908,20.9912838569279,20.5911951358948,20.8005448154343,21.1437619614225,21.0019863176915,20.5841327568702,21.2026533542719,20.8238539388835,20.2447163307072,20.9422015809471,0.0666167545549179,-0.186180574792656,0.319414083902492,20.8549031182712,0.536323349260449,-7.41155868962582,0.595365883540695,0.708944129968113,0,0
"1510","sp|Q99JB2|STML2_MOUSE Stomatin-like protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Stoml2 PE=1 SV=1","STML2_MOUSE","38 kDa",0.99895975,5,NA,"Q99JB2","Stoml2","Stomatin-like protein 2, mitochondrial",21.5702554448307,21.3082630794309,22.4438522021967,21.6052449261351,21.3328263600584,21.531375147508,21.5187401990451,21.2584610835634,20.823271196066,20.894154598061,22.447512184157,21.2779825130339,21.2328838648904,21.2145647970458,21.2943958188814,21.3157841850712,21.4088598287976,21.4785684821713,20.1105249911086,20.9736643598072,21.46782289314,21.1797814713534,21.27691367558,21.4153999051561,21.4191676963105,21.3977182165428,21.3945767036577,21.1873895959006,21.7917976398325,21.8301737662132,21.5762678553149,21.6366001431595,22.0677338387744,-0.0603531449290351,-0.363632537629111,0.242926247771041,21.4146220806908,-0.405066828298212,-7.47461630451066,0.688075295806568,0.781679316944607,0,0
"1511","sp|Q62417|SRBS1_MOUSE Sorbin and SH3 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Sorbs1 PE=1 SV=2","SRBS1_MOUSE","143 kDa",0.99895924,8,NA,"Q62417","Sorbs1","Sorbin and SH3 domain-containing protein 1",20.7417343047546,20.7893641641451,20.8178077546399,20.7794927285985,20.7379767758966,20.4326014072263,20.2038399757007,19.8176785407308,21.3098042989448,21.2277078774709,21.9258903340959,21.3464348022836,22.1125149788683,22.2537586588794,22.8411281119868,21.0953295264447,21.0481800258211,22.0379632775951,20.1732966867446,19.8566472291844,20.3178486331808,20.6520198589566,20.5018627354676,20.724578628518,19.2417074574291,20.5543140789164,20.4917908608098,20.261443300594,19.8259591730131,20.5774934440743,20.171772535169,20.5556311379701,20.7708279271531,-0.88369861774812,-1.33045033491897,-0.436946900577271,20.7938303403413,-4.02639888939929,-0.800401082901836,0.00031760763558186,0.00169664707362583,0,0
"1512","sp|O88322|NID2_MOUSE Nidogen-2 OS=Mus musculus OX=10090 GN=Nid2 PE=1 SV=2","NID2_MOUSE","154 kDa",0.99895709,3,NA,"O88322","Nid2","Nidogen-2",20.0145064074553,20.7885544067859,20.3384695317391,20.4801069703831,20.222515096382,19.8393025434162,22.7542432978048,21.9302686268492,20.7964730683506,20.4502969780003,20.9585441574531,21.5446601752907,20.9014753746512,21.7674887108373,21.5378719925345,20.5350958990239,20.520662107181,20.837028650307,21.5869080874559,20.6459390353867,21.7551698494964,20.8281748600696,21.6213967608806,21.6267507051878,22.0113592015073,22.3616013567996,22.3760934668112,22.039222829603,20.4000206366446,22.7683847728149,20.9349965424816,21.5008594059942,21.3811285130982,0.688224624146251,0.190456172838128,1.18599307545437,21.2138051520811,2.81437323677122,-3.91584532845579,0.00822491189871505,0.0255042868962301,0,0
"1513","sp|Q9D8B3|CHM4B_MOUSE Charged multivesicular body protein 4b OS=Mus musculus OX=10090 GN=Chmp4b PE=1 SV=2","CHM4B_MOUSE","25 kDa",0.99895567,5,NA,"Q9D8B3","Chmp4b","Charged multivesicular body protein 4b",24.9895009188789,25.1387309185901,25.3374490343085,25.079972164296,25.0826246530209,25.057461118913,25.2523767688769,25.2358367668132,25.0094921732056,25.02848019005,25.1431208347972,25.0536497234636,25.048474742807,25.0346874707964,25.1296644018613,24.959570533742,24.9831680465241,24.9436731076323,24.9242705154263,25.0637575733308,25.0070874069357,24.9887969900102,25.0394967800368,25.0375007835148,25.1345230185223,25.0372259741091,25.0752089936753,24.9690524168315,24.9847058253199,24.9992183778564,24.8373426031408,24.7419581039067,24.852803383079,-0.104244170763486,-0.189020378179004,-0.0194679633479686,25.0363903731598,-2.50244840704855,-4.61467543246377,0.0175071379486952,0.0469782996023484,0,0
"1514","sp|Q6P069|SORCN_MOUSE Sorcin OS=Mus musculus OX=10090 GN=Sri PE=1 SV=1","SORCN_MOUSE","22 kDa",0.99895092,7,NA,"Q6P069","Sri","Sorcin",25.0231327237342,25.1700959879118,25.2893472039482,25.2739098718604,25.1908528918072,25.2131575047329,24.7378765796961,24.9778873309833,24.7642656439755,24.8778066835116,24.3673097835352,24.5400525926977,24.7727255071747,24.7634368896442,24.3747401222735,24.9616200245136,24.8307076669408,24.5504973211083,24.8892004857263,25.1315697069312,24.7119627742137,25.1706087594298,25.113047692314,24.9031447314273,25.3812374037833,25.2775580190549,24.9821796044953,25.1845295602373,25.1213687261432,25.0138025880271,25.1394420284612,24.9839107055937,24.7525285904193,0.179327073414449,0.00104411998571965,0.357610026843177,24.9525913244335,2.047026091574,-5.53273269209414,0.0487488368956716,0.10522343369758,0,0
"1515","sp|P43025|TETN_MOUSE Tetranectin OS=Mus musculus OX=10090 GN=Clec3b PE=1 SV=2","TETN_MOUSE","22 kDa",0.99894697,2,NA,"P43025","Clec3b","Tetranectin",14.9589811202514,13.9363011345614,13.7000009341438,15.3390505382387,15.6173713387149,15.318533748311,15.305936667267,17.7516855701673,16.270305501363,15.4373592749916,14.3652161380831,15.7065929876307,14.6543797292108,15.588985672904,15.5861972557509,17.0943775744092,15.5871490770399,NA,16.7713514384684,15.5529638910948,15.2539895785449,15.7103470750728,16.5402098748336,15.0502108343416,15.217667645997,NA,17.9419294648745,15.2558845258684,15.2025933988544,13.2597444713188,15.9287229539432,15.9246792145426,13.7666653941193,0.102312505333288,-0.67391286606694,0.878537876733515,15.4708188395133,0.268977000838749,-7.48980049624712,0.789754466721575,0.854309596808729,0,0
"1516","sp|Q8K009|AL1L2_MOUSE Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l2 PE=1 SV=2","AL1L2_MOUSE","102 kDa",0.99894658,8,NA,"Q8K009","Aldh1l2","Mitochondrial 10-formyltetrahydrofolate dehydrogenase",20.1670841361196,20.5255453513742,20.0449365636465,20.2749321555128,19.631944963887,19.82217924656,19.5554676688348,19.8754619271284,20.39708797867,20.3426200884932,19.9719413162444,20.0858232858428,19.4733924496714,18.9813248477618,19.0922608210897,20.0643977002611,20.0128178336661,19.4176318952927,21.1034306613146,21.1745780329564,20.7323457159014,20.6360162640216,20.5462965102972,20.2127122489099,19.9222825824884,19.7627208749076,19.4745687200061,20.162862779082,19.8269015307209,20.1077370126466,21.0462455936777,20.9580224647433,20.7097130233774,0.550826143778046,0.210503792064709,0.891148495491383,20.1246449771245,3.2946017414931,-2.74577449260718,0.00238231148050894,0.00915542576950908,0,0
"1517","sp|P82348|SGCG_MOUSE Gamma-sarcoglycan OS=Mus musculus OX=10090 GN=Sgcg PE=1 SV=2","SGCG_MOUSE","32 kDa",0.99894558,2,NA,"P82348","Sgcg","Gamma-sarcoglycan",13.8570745571214,16.6407474245812,16.2220073099004,15.9047396415533,13.4341675298337,13.737602269006,NA,16.6173682412853,16.5643642203394,17.012063596103,15.2535376568892,16.8188828900134,17.0378482212997,17.0310220620741,17.7196819775255,15.6467789802184,17.3766858594836,13.5392800060749,16.4651270861414,16.6529520713031,13.3999133687168,14.9053820975862,15.2747054678711,NA,14.2732422453728,NA,14.5111029128866,13.3549730755974,13.2662397330472,14.1258691414031,14.3239428976641,14.3899870903565,13.6291378907827,-1.40111450418345,-2.35183569807034,-0.450393310296559,15.2995475840677,-3.01161231803502,-3.43119525265923,0.0052798253157863,0.0176197403725432,-1,-1
"1518","sp|Q7TPW1|NEXN_MOUSE Nexilin OS=Mus musculus OX=10090 GN=Nexn PE=1 SV=3","NEXN_MOUSE","72 kDa",0.99894327,13,NA,"Q7TPW1","Nexn","Nexilin",24.2728908237818,24.3644784304195,24.5445207431653,24.2470444690014,24.1557834819025,24.213364265755,24.0443994668345,23.9701031541411,24.3157650598992,24.3191518357995,24.2331753126505,24.2732166036807,24.426325816592,24.1894995231673,24.1750603471984,24.3296744140264,24.251535073092,24.2607612210045,24.2297559581248,24.3945984511832,24.0946439625791,24.2947117793425,24.2691142473391,24.131228102532,24.2817826379035,24.2899256597213,24.1490507163598,24.1668463126502,24.0047538028866,23.8546728221529,24.5181151435514,24.2743097399473,24.3280761633563,-0.0360470801419694,-0.145452501541443,0.0733583412575045,24.2384344103558,-0.670530575681453,-7.32925916618389,0.507221094880931,0.634850136078774,0,0
"1519","sp|P26043|RADI_MOUSE Radixin OS=Mus musculus OX=10090 GN=Rdx PE=1 SV=3","RADI_MOUSE","69 kDa",0.99894261,14,NA,"P26043","Rdx","Radixin",20.903160380474,21.5890638900238,22.4219104467854,21.4328322319931,21.1850006676744,21.6442300781508,23.0816915541015,22.4902998420167,21.3500507007611,21.5857739162256,22.8125446485186,22.6001996833201,21.4736390476239,21.0769515356727,22.4623194164312,21.6896441455317,21.7614464355547,21.9057814091038,20.842292223622,20.6835339890219,22.0669794833498,21.4419933243171,21.6010909074839,21.9336257370168,21.5579261522956,21.6348364128173,22.0903825738376,21.448795331206,21.8098901959124,22.0688948258851,21.2140074860176,22.1708438714748,21.7238860635474,-0.239986985366492,-0.628963262326823,0.148989291593838,21.7501672305384,-1.25586636007411,-6.76715692619751,0.21809909723445,0.344241611691732,0,0
"1520","sp|Q9CQ19|MYL9_MOUSE Myosin regulatory light polypeptide 9 OS=Mus musculus OX=10090 GN=Myl9 PE=1 SV=3","MYL9_MOUSE","20 kDa",0.99894001,6,NA,"Q9CQ19","Myl9","Myosin regulatory light polypeptide 9",20.3546115731445,20.7970387752714,20.0053681132252,20.1866216799566,21.2162044999282,21.5821288525577,21.1801355883262,21.4943557155461,21.1550454352132,21.5318901125904,21.3870453096743,21.54014722658,21.8404105790481,21.417632856064,21.4746249341758,20.96949063153,20.9894051986964,20.9326888416341,21.3153073162351,21.2296069507469,21.2066415775935,21.8653255271874,21.9037955749239,21.9168747532574,22.5650436515241,22.3723537216925,22.4518033422872,21.5392415410788,21.6260414151247,21.7900949030385,21.7402468011872,21.5767037840261,21.6161999301608,0.66686061249526,0.337718211042574,0.996003013947945,21.4172765670675,4.12410853227603,-0.529684925301968,0.000240666155175951,0.00134012560396628,0,0
"1521","sp|Q9WUU7|CATZ_MOUSE Cathepsin Z OS=Mus musculus OX=10090 GN=Ctsz PE=1 SV=1","CATZ_MOUSE","34 kDa",0.99893807,3,NA,"Q9WUU7","Ctsz","Cathepsin Z",21.9076228565503,22.1000761861502,22.5610505991517,22.0903394655153,22.8573762332745,22.8825907432486,22.5072092932562,22.8075298343739,22.1568455150973,22.1267732742288,21.7055782717829,21.7062097430656,21.9610019972812,22.0836698763823,21.8367272528119,22.2812861848608,22.2071497873717,21.9830611129682,22.6853473541982,22.8257229958925,22.4140552027623,22.5666325807838,22.4722887816747,22.0703154154295,22.7839121812513,22.4156514143397,22.2180355844039,22.6158974346139,22.7319412204013,22.4511754436827,22.6225866479586,22.5335175381412,22.4148685364897,0.312457765058667,0.0947772935841792,0.530138236533155,22.351031713921,2.92118586095939,-3.66295771995842,0.00627084409153541,0.0202262716791711,0,0
"1522","sp|Q8VDC1|FYCO1_MOUSE FYVE and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Fyco1 PE=1 SV=1","FYCO1_MOUSE","162 kDa",0.99893635,16,NA,"Q8VDC1","Fyco1","FYVE and coiled-coil domain-containing protein 1",23.0661408587563,23.0986888433957,23.3216028191489,22.9411730131252,22.8531024916154,22.858450277131,22.9272640799755,22.8231846806176,23.0493001782648,22.9938081120969,22.9718970624815,22.855095084223,22.9192810596877,22.9412085742254,22.9189414019343,23.3146282317618,23.1587678677823,23.0825996742349,22.834381326057,22.9189725410242,22.9194696505418,23.1866417709104,23.1264377549694,23.0790788805574,23.1728205525138,23.1353692469175,22.9852247414116,23.3596255375071,23.3232206788672,23.3093161764857,23.2463604765015,23.1297832984809,23.0136244520539,0.110736566183395,-0.00365367358117311,0.225126805947962,23.0556200422805,1.9701052095525,-5.67405912675575,0.0573307848614384,0.120498885999678,0,0
"1523","sp|Q9WU84|CCS_MOUSE Copper chaperone for superoxide dismutase OS=Mus musculus OX=10090 GN=Ccs PE=1 SV=1","CCS_MOUSE","29 kDa",0.99893633,2,NA,"Q9WU84","Ccs","Copper chaperone for superoxide dismutase",20.894804413154,20.8703215601334,20.3718271453498,20.3697040320937,21.0986877050649,21.0849114071462,20.9792570853684,20.836212260089,21.1288299446936,21.1370103141106,21.1115069046531,21.0209488648465,20.9412140559065,20.7483392043651,20.8385573163364,20.868856211023,20.8887834844917,21.0072686506028,20.9304524295962,20.7753325442798,20.8148586733167,21.2263023145575,21.0374844606519,21.2124409968319,21.0140846612048,21.0898150539716,20.8882994913018,21.0148580847212,21.1387063804839,20.9333500982981,21.0588097462056,21.1442634703386,20.8498622777612,0.108759125599793,-0.0306072464836759,0.248125497683262,20.9492715528167,1.58816291170482,-6.31017825786497,0.121858743775539,0.21955845979508,0,0
"1524","sp|P28658|ATX10_MOUSE Ataxin-10 OS=Mus musculus OX=10090 GN=Atxn10 PE=1 SV=2","ATX10_MOUSE","54 kDa",0.99893586,11,NA,"P28658","Atxn10","Ataxin-10",22.6620675166137,22.5800132555299,22.7962726682954,22.6476133092108,22.3612788657327,22.3251428947182,22.0505383657217,22.0343557769588,22.4000540615558,22.3698139010709,22.142127811943,22.0668749098107,22.2789320547288,22.5019951953587,22.0578103231325,22.2957227877506,22.256761034967,22.2470250082049,22.1947892652249,22.348185584505,22.2289389240169,22.5278241439899,22.4662488291211,22.4089675506742,22.6522422889825,22.3219343840337,22.3687689875048,22.6657036145887,22.4047510934934,22.3347741171513,22.3642695860134,22.4041918806803,22.248551232795,0.0585427798903311,-0.0819254848453881,0.19901104462605,22.3640770067903,0.848169128083804,-7.19305779126145,0.402500651531425,0.542054816029399,0,0
"1525","sp|Q61035|SYHC_MOUSE Histidine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Hars PE=1 SV=2","SYHC_MOUSE","57 kDa",0.99893516,15,NA,"Q61035","Hars","Histidine--tRNA ligase, cytoplasmic",23.4908243852864,23.4666773259471,22.9053197226054,23.3241252284729,23.7016944608434,23.7172192712252,23.5454558882798,23.5819770610094,23.5875612818657,23.4678334670856,23.3432875911037,23.3329065523564,23.4983558552657,23.401524928494,23.1898767712294,23.5946605415194,23.5651094586307,23.5238883141015,23.397577983535,23.4368135689574,23.2345326684429,23.5836886668606,23.5730785210373,23.4510159858051,23.7259198522914,23.6156775984327,23.5733297664719,23.6851637778371,23.5392299259031,23.5065122432371,23.6523855534468,23.4859105520872,23.4991480263629,0.072982417973801,-0.0494966733259299,0.195461509273532,23.4908570544252,1.21267278051213,-6.81953606107456,0.233930500524354,0.363668179943723,0,0
"1526","sp|P01831|THY1_MOUSE Thy-1 membrane glycoprotein OS=Mus musculus OX=10090 GN=Thy1 PE=1 SV=1","THY1_MOUSE","18 kDa",0.99893459,2,NA,"P01831","Thy1","Thy-1 membrane glycoprotein",18.4158848927944,19.3843356967742,18.4671400288968,19.5555829719049,18.7785311420122,17.8183971613646,18.3104276018855,18.3507899104971,18.1188980813011,18.4195135316801,18.4601017672362,18.6756267842028,18.5837268190643,19.0346383288378,18.5382058581842,19.8212846338697,18.2496389205559,18.2786002614484,19.1511353716687,17.7323326339681,18.2655702663346,18.1552102785648,18.8573695860014,19.2608633378697,18.402983833124,18.2029377044759,18.5271943907818,18.4071438970221,17.7325086641404,18.0376761505809,20.9685270894061,18.0157505526449,19.9312901705826,0.0176037955604933,-0.473969602261565,0.509177193382552,18.633630858172,0.0728948415496613,-7.5560049096218,0.942335627684122,0.964700660292991,0,0
"1527","sp|Q14C51|PTCD3_MOUSE Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Ptcd3 PE=1 SV=2","PTCD3_MOUSE","78 kDa",0.99893397,4,NA,"Q14C51","Ptcd3","Pentatricopeptide repeat domain-containing protein 3, mitochondrial",19.700034203235,20.0097163086322,19.3685035691376,19.373940639713,20.2382695715636,19.9278818701683,20.3229930736903,20.1351965741758,20.2247832423697,20.4983479857179,19.864175774864,19.4338315649593,19.8324267735388,19.6162947328494,19.5299064018845,20.4988154004055,20.4348667037364,20.1037763878955,20.2932511054078,20.6025431777476,20.6387808816299,20.4359899915441,20.4513021668667,20.2176503042152,20.6285271062675,20.4344371061938,20.5116715259859,20.8225314632795,20.2807888865224,20.3558293519784,20.5774174638487,20.2450630434326,20.6208147288385,0.52367539922075,0.306273744929814,0.741077053511686,20.1887987600696,4.90215078191062,1.6945564074995,2.50363242861915e-05,0.000188424419758056,0,0
